PNR,Departure Date,Tail Number,Airport Code(Deprt.),Airport Code(Arrvl.)
T9RBQP,12/11/2017,660,FLL,LBE
T9RWKP,12/20/2017,664,FLL,DTW
T9SYXC,12/20/2017,604,MYR,LGA
T9U7HP,12/15/2017,507,MCO,CAK
T9VENP,12/27/2017,648,DTW,MSP
T9YHTS,12/24/2017,665,FLL,ATL
TB1EKM,12/21/2017,670,LAS,DTW
TB32TM,12/2/2017,665,RSW,ORD
TB367Z,12/27/2017,647,LAS,MCI
TB93FZ,12/22/2017,662,FLL,BOS
TB9P5J,12/19/2017,604,FLL,PTY
TBB6WM,12/22/2017,502,BDL,FLL
TBDFJZ,12/23/2017,668,FLL,BWI
TBE3VM,12/22/2017,504,BWI,BOS
TBEWQZ,12/12/2017,532,LAX,MSP
TBFQMZ,12/11/2017,661,MCO,EWR
TBHMMZ,12/21/2017,681,MCO,ACY
TBNDPZ,12/23/2017,901,IAH,MSY
TBNYMZ,12/17/2017,612,OAK,LAS
TBNYMZ,12/17/2017,624,OAK,LAS
TBPTYZ,12/27/2017,642,LAS,ORD
TBVKHJ,12/24/2017,647,CLE,LAS
TBYBHZ,12/28/2017,623,PBG,FLL
TBYU2J,12/14/2017,508,FLL,ATL
TBYZXM,12/11/2017,647,LAX,CLE
TBZF5Z,12/30/2017,621,BOG,FLL
TC1CKJ,12/15/2017,673,EWR,MCO
TC1LHW,12/18/2017,681,EWR,FLL
TC2HMJ,12/10/2017,504,ORD,PHX
TC4YJJ,12/16/2017,639,PHX,DFW
TC5F2G,12/25/2017,516,MSP,ATL
TC5G2G,12/26/2017,619,MYR,LGA
TC64PJ,12/28/2017,641,LAX,MCI
TC71PJ,12/16/2017,645,DFW,PIT
TC7GSJ,12/2/2017,677,FLL,EWR
TC9LTJ,12/10/2017,524,MSY,EWR
TCBJFW,12/17/2017,649,FLL,PHL
TCCMXJ,12/19/2017,680,ORD,DFW
TCCMXJ,12/27/2017,602,DFW,ORD
TCD5KW,12/19/2017,631,MCO,ORD
TCD5XJ,12/15/2017,631,PHL,LAS
TCEDYJ,12/12/2017,681,TPA,ACY
TCFVUW,12/17/2017,527,FLL,BWI
TCFVUW,12/18/2017,659,FLL,BWI
TCIPKW,12/29/2017,622,ATL,LAS
TCJNYW,12/26/2017,601,CLE,FLL
TCK5KW,12/20/2017,648,MCO,MSP
TCL4JG,12/16/2017,503,LAX,PIT
TCMNSW,12/11/2017,535,CAK,RSW
TCQDFG,12/9/2017,643,TPA,MSP
TCQM6T,12/19/2017,633,PIT,TPA
TCQW4T,12/13/2017,617,MSP,RSW
TCQYUW,12/27/2017,524,BOS,MCO
TCRPJG,12/10/2017,532,BWI,MSY
TCTUGG,12/17/2017,526,TPA,CAK
TCU18T,12/10/2017,503,GUA,FLL
TCUBWW,12/23/2017,521,MSY,TPA
TCUPXW,12/3/2017,612,ATL,BWI
TCYRHW,12/18/2017,678,SJU,MCO
TCZGKJ,12/21/2017,604,DTW,DEN
TD1H5T,12/29/2017,902,TPA,ATL
TD1NPG,12/10/2017,528,MSY,ORD
TD37PG,12/10/2017,528,EWR,MSY
TD5PNG,12/25/2017,671,FLL,MBJ
TD6ESG,12/22/2017,651,PHX,MSP
TD79PG,12/19/2017,663,MGA,FLL
TD7MRG,12/20/2017,663,EWR,MYR
TD8YGT,12/28/2017,659,MCO,EWR
TD913D,12/27/2017,629,LGA,MYR
TD967D,12/11/2017,660,FLL,PHL
TD9JSG,12/26/2017,601,MCO,ATL
TD9TWG,12/12/2017,668,RSW,DTW
TDBB4D,12/17/2017,676,SEA,LAS
TDBPVG,12/18/2017,632,LAX,CLE
TDBWHT,12/17/2017,644,LGA,MYR
TDCD8D,12/18/2017,631,PHL,FLL
TDCP3D,12/24/2017,528,ORD,LGA
TDCV9D,12/1/2017,678,EWR,FLL
TDD1HT,12/12/2017,661,MCO,ACY
TDEE6D,12/6/2017,639,LAX,IAH
TDEPKT,12/11/2017,676,LAX,ORD
TDG5RT,12/3/2017,604,RSW,BWI
TDHRQT,12/3/2017,506,BOS,BWI
TDI7ST,12/14/2017,673,DEN,FLL
TDK7JT,12/11/2017,601,DFW,DEN
TDPB3Q,12/17/2017,668,EWR,MCO
TDPD3Q,12/12/2017,647,CLE,RSW
TDPWST,12/2/2017,622,BWI,TPA
TDRPHD,12/27/2017,509,BWI,LAX
TDSV5Q,12/26/2017,678,ATL,IAH
TDT84Q,12/2/2017,507,SEA,BWI
TDVYYT,12/24/2017,633,RSW,BOS
TDW4YT,12/27/2017,674,BOS,FLL
TDW55Q,12/29/2017,632,DFW,MCO
TDWUTT,12/16/2017,639,FLL,DFW
TE279Q,12/21/2017,515,MSY,ATL
TE289Q,12/25/2017,601,BWI,ATL
TE3QND,12/15/2017,533,PHL,ATL
TE4M2A,12/28/2017,536,MCO,BDL
TE533A,12/24/2017,671,DTW,RSW
TE7DMD,12/31/2017,638,PBG,FLL
TE8IJQ,12/16/2017,611,FLL,PHL
TE9MNQ,12/23/2017,659,CUN,DTW
TEB4RD,12/21/2017,533,DEN,FLL
TEEC7A,12/18/2017,605,ORD,RSW
TEEYHQ,12/20/2017,680,PBI,ORD
TEGTWD,12/18/2017,604,LAS,OAK
TEIG9A,12/31/2017,603,MCO,PIT
TEMK7N,12/23/2017,603,LGA,MYR
TEQN4N,12/15/2017,649,MCO,PHL
TESQ4N,12/27/2017,621,ORD,MCO
TETK5N,12/23/2017,901,IAH,MSY
TETMXQ,12/10/2017,638,BOS,RSW
TETSGA,12/19/2017,901,FLL,LGA
TEUGMA,12/14/2017,536,DTW,RSW
TEUPYQ,12/9/2017,659,RSW,DTW
TEVKJA,12/25/2017,524,BOS,MCO
TEY82A,12/25/2017,680,ORD,LAS
TEZ9PD,12/23/2017,669,ORD,LAX
TEZFJD,12/21/2017,649,PHL,MCO
TEZPND,12/3/2017,643,TPA,BDL
TF1YJA,12/15/2017,671,ACY,MCO
TF26NA,12/14/2017,636,BWI,MCO
TF2VMA,12/21/2017,619,SAL,FLL
TF6IUA,12/20/2017,625,FLL,PHL
TF71VA,12/3/2017,679,RSW,ORD
TF8EFN,12/23/2017,677,EWR,FLL
TFC7QA,12/10/2017,643,ATL,BWI
TFCYQA,12/15/2017,534,MSP,ATL
TFERXA,12/2/2017,629,FLL,PBG
TFEWYA,12/16/2017,638,LAS,SAN
TFFRYA,12/18/2017,672,FLL,ATL
TFGGXA,12/16/2017,510,FLL,IAH
TFGWRN,12/21/2017,605,FLL,MYR
TFHIMN,12/23/2017,661,EWR,FLL
TFK8VN,12/31/2017,633,BWI,RSW
TFP63K,12/10/2017,509,FLL,LAX
TFQ43K,12/11/2017,675,TPA,ACY
TFQ97K,12/11/2017,670,FLL,EWR
TFRT4K,12/3/2017,639,RSW,CLE
TFSV2K,12/22/2017,673,IAH,ATL
TFU47K,12/14/2017,536,DTW,RSW
TFU4VN,12/4/2017,640,CLE,MCO
TFU7XN,12/2/2017,631,MCO,MSP
TFW5RN,12/17/2017,621,BOS,RSW
TG5YKK,12/11/2017,634,TPA,DTW
TGBB2X,12/13/2017,621,BWI,ATL
TGBLFK,12/3/2017,630,MCO,BWI
TGDLKK,12/31/2017,631,BOS,RSW
TGFRSK,12/15/2017,616,FLL,BOG
TGFV6X,12/19/2017,521,ORD,TPA
TGGU7X,12/21/2017,604,DTW,DEN
TGLSPK,12/24/2017,533,OAK,LAX
TGMK2H,12/12/2017,668,RSW,DTW
TGNM2H,12/14/2017,645,DFW,CUN
TGQVRK,12/1/2017,626,MCO,PHL
TGYHJK,12/27/2017,624,BOS,RSW
TGYK6X,12/29/2017,672,SEA,LAS
TH7KTX,12/11/2017,522,BOS,MSY
TH8V3U,12/27/2017,644,IAH,LAX
THB8JH,12/3/2017,632,LAS,ATL
THBFUX,12/3/2017,641,CUN,DFW
THC67U,12/9/2017,649,CLE,FLL
THCEXX,12/18/2017,625,DFW,MCO
THD27U,12/19/2017,671,FLL,MGA
THDE3U,12/14/2017,626,ORD,LAX
THDP5U,12/27/2017,612,CLE,ATL
THFVGH,12/15/2017,506,GUA,FLL
THFVGH,12/17/2017,533,GUA,FLL
THFVGH,12/21/2017,526,GUA,FLL
THHJJH,12/27/2017,601,PHL,FLL
THHSKH,12/27/2017,651,MCO,PIT
THK88E,12/12/2017,660,EWR,MCO
THL3NH,12/17/2017,617,FLL,TPA
THPL5E,12/1/2017,904,TPA,BOS
THQWQH,12/25/2017,622,RSW,PIT
THSJUH,12/24/2017,664,ORD,LAX
THUSXH,12/26/2017,616,MYR,LGA
THWKVH,12/17/2017,903,LAS,DFW
THZF2U,12/3/2017,536,LAX,BWI
TI2H9E,12/25/2017,663,FLL,ORD
TI948R,12/28/2017,662,ACY,FLL
TIBV3R,12/19/2017,618,BDL,RSW
TIBY5R,12/30/2017,661,SDQ,FLL
TID4QE,12/1/2017,679,BWI,FLL
TIDZ4R,12/11/2017,680,FLL,BWI
TIKQJR,12/13/2017,672,TPA,ACY
TIQNSE,12/23/2017,507,MSP,ATL
TIRV7B,12/20/2017,517,SAN,BWI
TIUH8B,12/16/2017,674,FLL,LGA
TIUISE,12/29/2017,638,MCO,ORD
TIULYE,12/15/2017,631,LAS,PHL
TIURYE,12/21/2017,665,ACY,PBI
TIWQFR,12/28/2017,621,LBE,FLL
TIZMYH,12/18/2017,681,FLL,EWR
TJ2P5B,12/9/2017,507,PHX,ORD
TJZ45B,12/16/2017,629,DTW,TPA
TY5P3M,12/1/2017,643,MCO,LBE
TY6RVP,12/18/2017,662,LGA,FLL
TY7D5M,12/14/2017,609,DFW,MCO
TY843M,12/3/2017,673,PBI,ACY
TY9ZWP,12/11/2017,902,CLE,FLL
TYB56M,12/19/2017,522,ORD,SAN
TYDU9M,12/25/2017,525,MCO,CAK
TYI72Z,12/13/2017,534,ORD,PHX
TYND7Z,12/18/2017,673,TPA,ACY
TYNF8Z,12/29/2017,602,DTW,RSW
TYQF6Z,12/17/2017,609,DTW,TPA
TYQJHM,12/13/2017,528,LAX,PIT
TYUMJM,12/30/2017,603,DFW,MCO
TYVD4J,12/30/2017,640,DTW,RSW
TYWT3Z,12/10/2017,680,LAX,DEN
TYZT8M,12/29/2017,621,PIT,FLL
U4F69B,12/1/2017,622,CLE,MCO
U4HE9B,12/25/2017,672,FLL,BWI
U4JMQR,12/16/2017,532,RSW,DTW
U4JMQR,12/17/2017,634,RSW,DTW
U4K3UR,12/26/2017,643,PBG,FLL
U4KKRR,12/25/2017,529,FLL,IAG
U4KTFB,12/3/2017,519,LAS,MSY
U4KY9B,12/25/2017,613,DFW,LAX
U4L7PR,12/27/2017,649,DTW,TPA
U4LHRR,12/19/2017,639,TPA,DTW
U4M1QR,12/17/2017,661,DTW,FLL
U51GNB,12/11/2017,679,RSW,ORD
U534NB,12/27/2017,605,TPA,BWI
U58JWB,12/25/2017,665,SEA,LAS
U5G4YB,12/19/2017,643,ATL,BWI
U5N83L,12/2/2017,515,LAS,MSP
U5PZ6L,12/28/2017,615,RSW,BDL
U5Q77L,12/2/2017,672,DTW,RSW
U5S34L,12/3/2017,659,SJO,FLL
U5Y5WB,12/23/2017,661,FLL,EWR
U5YVWB,12/2/2017,643,MCO,DFW
U5ZVXB,12/18/2017,528,OAK,LAX
U62E5Y,12/17/2017,643,FLL,CAK
U67R5Y,12/9/2017,674,LAS,DFW
U6C56Y,12/13/2017,534,TPA,ORD
U6G8JL,12/25/2017,667,ACY,FLL
U6JFPL,12/2/2017,650,DFW,MCO
U6KKSL,12/20/2017,636,MCO,LBE
U6M7SL,12/15/2017,504,MSY,LAS
U6MJRL,12/28/2017,616,DTW,TPA
U6Q4JY,12/9/2017,604,TPA,DTW
U6TLJY,12/29/2017,649,RSW,DTW
U6UFXL,12/23/2017,662,MBJ,FLL
U6YMML,12/3/2017,661,ACY,TPA
U6Z67L,12/20/2017,645,BWI,DFW
U727KY,12/16/2017,508,PBI,BOS
U72TMY,12/7/2017,622,MCO,MSP
U748NY,12/27/2017,533,MSY,MSP
U78EFI,12/2/2017,650,LAS,EWR
U793QY,12/10/2017,626,MSP,DFW
U7BP6V,12/10/2017,648,DFW,MCO
U7BQGI,12/24/2017,626,ACY,MYR
U7CWGI,12/16/2017,640,LAS,EWR
U7DNXY,12/10/2017,633,RSW,BDL
U7EH8V,12/30/2017,670,FLL,SAP
U7FBXY,12/25/2017,515,BWI,BOS
U7IBUI,12/11/2017,612,RSW,MSP
U7IL8V,12/11/2017,649,ATL,LAS
U7IRNI,12/13/2017,643,LBE,MCO
U7JIMI,12/1/2017,606,OAK,LAS
U7KHRI,12/13/2017,664,DTW,FLL
U7MLRI,12/26/2017,633,ORD,MCO
U7MNSI,12/16/2017,502,TPA,ORD
U7MRFV,12/28/2017,667,ACY,MCO
U7N5MI,12/9/2017,502,ORD,MSY
U7N5MI,12/12/2017,521,ORD,MSY
U7QRWI,12/23/2017,625,DTW,LAS
U7TWFV,12/17/2017,526,CAK,TPA
U7UCKV,12/21/2017,505,PHX,ORD
U7VI8F,12/26/2017,521,BWI,BOS
U7YZTY,12/2/2017,659,FLL,EWR
U7Z5KY,12/24/2017,530,DTW,MCO
U7ZIJY,12/19/2017,628,MCO,MSP
U7ZS2V,12/18/2017,519,RSW,CAK
U81FJV,12/27/2017,535,SAN,IAH
U83SHV,12/14/2017,665,DTW,MCO
U841YI,12/14/2017,632,ATL,TPA
U84F9F,12/18/2017,901,LAS,IAH
U861MV,12/1/2017,660,DEN,IAH
U871RV,12/11/2017,672,FLL,DTW
U8BWUF,12/9/2017,638,RSW,BOS
U8C7FF,12/20/2017,672,IAH,TPA
U8DNFF,12/18/2017,644,DTW,TPA
U8DNFF,12/25/2017,643,DTW,TPA
U8DNFF,12/26/2017,638,DTW,TPA
U8E5VV,12/2/2017,508,SAN,IAH
U8EJ8S,12/22/2017,617,IAH,LAX
U8F37S,12/30/2017,516,FLL,IAH
U8FK8S,12/18/2017,614,CLE,TPA
U8JIXV,12/21/2017,506,TPA,CAK
U8K8GS,12/1/2017,623,MSP,RSW
U8LR9S,12/29/2017,531,OAK,LAX
U8MFHS,12/3/2017,665,LAX,DEN
U8NP4C,12/24/2017,901,FLL,LGA
U8QPQF,12/16/2017,602,MYR,ACY
U8TGFS,12/23/2017,633,ORD,RSW
U8TH8C,12/24/2017,629,FLL,DFW
U8TQ6C,12/24/2017,636,DTW,ATL
U8U78C,12/19/2017,609,LAS,DTW
U8WE4C,12/23/2017,516,BOS,PBI
U8WNNF,12/20/2017,507,BWI,BOS
U8Y24S,12/3/2017,615,MCO,ATL
U8Y6WV,12/22/2017,628,DTW,TPA
U8YTHF,12/21/2017,646,LAS,IAH
U8Z4XI,12/11/2017,509,OAK,LAX
U8ZNJV,12/28/2017,516,MSY,FLL
U92J7C,12/25/2017,658,IAH,ATL
U97KPS,12/1/2017,617,MCO,DFW
U98DXS,12/12/2017,522,PHL,ATL
U99T5P,12/21/2017,630,LAX,ORD
U9BFYS,12/26/2017,673,DTW,LAS
U9C92P,12/10/2017,605,CLE,TPA
U9D2PC,12/2/2017,677,MCO,EWR
U9D99P,12/21/2017,517,BOS,MCO
U9G4WC,12/12/2017,622,EWR,MYR
U9K1MC,12/13/2017,524,BOS,MCO
U9MYRC,12/28/2017,638,MCO,DFW
U9TM5M,12/10/2017,613,FLL,CAK
U9U3HP,12/12/2017,604,MCO,PIT
U9VRKP,12/20/2017,609,ATL,DTW
UB2I4J,12/17/2017,680,RSW,ORD
UB32QM,12/2/2017,526,TPA,ORD
UB4DMM,12/15/2017,626,TPA,ATL
UB6V5J,12/9/2017,645,DTW,ATL
UB7QXM,12/6/2017,643,LAX,CLE
UB7YPM,12/24/2017,662,FLL,DEN
UB83SM,12/15/2017,533,PHL,ATL
UBBFQM,12/24/2017,532,MSY,CLE
UBBL5J,12/10/2017,624,BWI,DTW
UBCVTM,12/12/2017,670,FLL,DEN
UBDFSM,12/30/2017,664,EWR,MYR
UBF4MZ,12/28/2017,638,LBE,MCO
UBGZ3J,12/18/2017,609,DTW,BWI
UBHIMZ,12/3/2017,635,RSW,PIT
UBI5NZ,12/25/2017,615,RSW,MSP
UBNTSZ,12/23/2017,633,ORD,RSW
UBPIVZ,12/26/2017,628,DTW,DEN
UBQWPZ,12/31/2017,604,FLL,CAK
UBSURZ,12/6/2017,618,BWI,ATL
UBSWHJ,12/13/2017,629,RSW,DTW
UBZZMM,12/13/2017,611,MYR,LGA
UC1PGJ,12/15/2017,532,FLL,BDL
UC1VSJ,12/26/2017,521,BOS,PBI
UC3HJJ,12/23/2017,531,MSP,ORD
UC66QJ,12/26/2017,670,CUN,DTW
UC762G,12/2/2017,614,BWI,IAH
UC762G,12/6/2017,643,BWI,IAH
UC91MJ,12/16/2017,903,LAS,DFW
UC9Z7G,12/16/2017,503,LAX,PIT
UCB3WJ,12/29/2017,622,OAK,LAS
UCB6YJ,12/10/2017,617,LAX,IAH
UCCE5G,12/2/2017,629,ORD,TPA
UCDL6G,12/1/2017,604,ORD,ATL
UCDYHW,12/27/2017,615,BOS,TPA
UCFGGW,12/25/2017,528,DTW,RSW
UCGCGW,12/15/2017,648,DEN,LAS
UCGCGW,12/16/2017,650,DEN,LAS
UCGJJW,12/19/2017,622,MSY,DTW
UCGKJW,12/18/2017,616,FLL,CLE
UCIRNW,12/23/2017,620,SJU,MCO
UCKMVW,12/10/2017,607,ORD,LAS
UCKMVW,12/12/2017,623,LAS,ORD
UCPCFG,12/2/2017,623,ORD,MCO
UCQ52T,12/27/2017,527,PHX,ORD
UCQKFG,12/22/2017,534,BWI,LAX
UCTSFG,12/12/2017,505,MSY,EWR
UCTU3T,12/16/2017,679,FLL,ACY
UCUR8T,12/26/2017,633,ORD,MCO
UCV53T,12/20/2017,663,MYR,EWR
UCZPGJ,12/20/2017,629,BOG,FLL
UD159T,12/19/2017,632,MCO,CLE
UD3NGT,12/22/2017,674,FLL,DTW
UD7BSG,12/23/2017,516,BOS,PBI
UD7V4D,12/21/2017,681,MCO,ACY
UD9PRG,12/24/2017,619,PIT,RSW
UDE5GT,12/19/2017,618,BDL,RSW
UDG35D,12/1/2017,623,RSW,MSP
UDM22Q,12/24/2017,640,LAS,IAH
UDQ43Q,12/3/2017,664,LGA,FLL
UDR7WT,12/22/2017,632,LAX,CLE
UDR7WT,12/23/2017,611,LAX,CLE
UDRL6Q,12/23/2017,601,LAS,MCI
UDRMRT,12/11/2017,529,LAX,BWI
UDSS8Q,12/16/2017,643,LAS,IAH
UDTHYT,12/24/2017,659,FLL,BOS
UDTMHD,12/24/2017,901,LGA,MYR
UDV99Q,12/16/2017,633,RSW,BWI
UDVCND,12/14/2017,636,MCO,BWI
UDW65Q,12/27/2017,605,DTW,LAX
UDYHFT,12/26/2017,651,PHL,DFW
UDYMSG,12/23/2017,664,LAX,ORD
UDYT3D,12/4/2017,622,ATL,DTW
UE1E7Q,12/15/2017,657,IAH,ATL
UE3ZFD,12/3/2017,533,MSY,ORD
UE4LJD,12/30/2017,623,BWI,MCO
UE51MD,12/17/2017,658,ACY,RSW
UE5HYD,12/25/2017,523,BDL,FLL
UE6QND,12/29/2017,634,LAX,LAS
UE95SD,12/2/2017,668,MCO,ACY
UE9SSD,12/14/2017,623,ORD,RSW
UE9USD,12/11/2017,521,LAS,MSP
UEB26A,12/19/2017,646,MCO,LBE
UEC9YD,12/29/2017,671,FLL,LGA
UEDIUD,12/25/2017,902,LAS,ORD
UEFM2A,12/24/2017,507,SAN,ORD
UEJB9A,12/14/2017,664,FLL,DTW
UEK2MQ,12/21/2017,508,DFW,DTW
UEK4QQ,12/21/2017,681,MYR,EWR
UELHRQ,12/26/2017,638,DTW,TPA
UEMG7N,12/18/2017,669,LGA,FLL
UEN7GA,12/29/2017,517,ACY,FLL
UEQ6QQ,12/26/2017,647,DFW,MCO
UERQVQ,12/17/2017,632,BWI,IAH
UESPVQ,12/15/2017,901,MCO,PIT
UEU2HA,12/9/2017,631,MYR,LGA
UEUMHA,12/25/2017,506,ORD,MSY
UEUTHA,12/30/2017,633,BOS,RSW
UEV1SQ,12/15/2017,631,BWI,LAS
UEVF6N,12/16/2017,646,DTW,DEN
UEWPQQ,12/20/2017,902,MSP,PHX
UEY1PD,12/15/2017,645,IAH,LAX
UEYZTD,12/24/2017,659,FLL,BOS
UEZ94Q,12/1/2017,519,SAN,ORD
UF2BNA,12/2/2017,531,BWI,MSY
UF4Q9N,12/12/2017,615,LAS,DFW
UF6D9N,12/24/2017,530,DTW,MCO
UF6NNA,12/3/2017,657,TPA,IAH
UF9DQA,12/13/2017,668,DTW,RSW
UFBRUA,12/1/2017,502,DFW,LAS
UFGLJN,12/8/2017,679,LAS,ORD
UFHSTA,12/13/2017,659,DEN,IAH
UFISHN,12/10/2017,641,BOS,TPA
UFKLMN,12/29/2017,521,CAK,MCO
UFMGMN,12/11/2017,523,SEA,BWI
UFQ6TN,12/25/2017,527,ORD,MCO
UFQ9PN,12/14/2017,536,ORD,LGA
UFR1QN,12/15/2017,619,PIT,FLL
UFR9VN,12/25/2017,503,ORD,PHX
UFRPWN,12/28/2017,522,FLL,GUA
UFSB5K,12/23/2017,905,LAX,IAH
UFV59K,12/18/2017,679,MCO,EWR
UG2B6K,12/16/2017,621,ORD,RSW
UG772X,12/28/2017,641,DFW,BWI
UG9E2X,12/17/2017,616,BWI,ATL
UGF7FK,12/29/2017,516,PIT,LAX
UGIIHK,12/23/2017,679,ACY,MCO
UGMNRK,12/3/2017,617,MCO,LBE
UGNDPK,12/11/2017,629,MCO,ORD
UGRL7H,12/24/2017,632,TPA,MSP
UGRMYK,12/30/2017,609,ATL,TPA
UGRN6H,12/17/2017,623,LAS,IAH
UGRRKX,12/1/2017,521,RSW,DTW
UGS5SK,12/12/2017,643,MCO,PHL
UGTIVK,12/11/2017,644,BWI,DFW
UGUC5H,12/29/2017,608,FLL,SJU
UGVKXK,12/23/2017,642,LAS,BWI
UGVP9H,12/13/2017,649,DFW,MCO
UGVS2H,12/23/2017,672,LAS,DTW
UH156H,12/11/2017,536,PHX,DFW
UH39JX,12/1/2017,616,IAH,MCO
UH42NX,12/26/2017,536,MSP,ATL
UH4QSX,12/28/2017,667,SJO,FLL
UH51PX,12/27/2017,525,BDL,MCO
UH575U,12/13/2017,536,MCO,ORD
UH5N4U,12/28/2017,671,FLL,DTW
UH7UPX,12/13/2017,678,DTW,MCO
UHC5XH,12/10/2017,506,FLL,DTW
UHC9MX,12/26/2017,633,ORD,MCO
UHDGYX,12/22/2017,521,MSP,LAS
UHFI4U,12/7/2017,624,MCO,DTW
UHGB7U,12/3/2017,657,TPA,IAH
UHJHGH,12/16/2017,646,DEN,DTW
UHLLKH,12/30/2017,649,DTW,ATL
UHMPJH,12/3/2017,614,DFW,DEN
UHN7PH,12/15/2017,643,BWI,ATL
UHP5VH,12/17/2017,503,PIT,LAX
UHQCVH,12/22/2017,619,MCO,ATL
UHRJQH,12/22/2017,657,IAH,MCO
UHSIXH,12/16/2017,665,DTW,MCO
UHUCXH,12/16/2017,641,BWI,ATL
UHW8SH,12/13/2017,621,TPA,CLE
UHZHHX,12/17/2017,510,SAN,IAH
UHZPNX,12/18/2017,673,TPA,ACY
UI448E,12/17/2017,623,IAH,MSY
UIH1TE,12/29/2017,621,FLL,PHL
UII2HE,12/23/2017,634,BDL,RSW
UIM5KE,12/20/2017,632,LAX,CLE
UIMKTE,12/16/2017,614,LAX,DFW
UIN12B,12/7/2017,903,MSP,LAS
UIRFSE,12/16/2017,634,DTW,RSW
UISR2B,12/21/2017,633,FLL,LAS
UIZ2WH,12/26/2017,644,LAS,DFW
UIZL4E,12/22/2017,505,PHX,ORD
UJ2TUE,12/15/2017,509,FLL,ATL
UJ3TFR,12/14/2017,670,BOS,FLL
UJ4DFR,12/14/2017,607,MCO,MSP
UY1HJP,12/19/2017,663,ACY,TPA
UY7EPP,12/19/2017,629,MCO,DFW
UY8F3M,12/23/2017,632,MSP,TPA
UY8SYP,12/8/2017,641,BOS,TPA
UY9RRP,12/30/2017,643,LAS,ORD
UYB7SP,12/21/2017,651,PHX,MSP
UYCHSP,12/30/2017,664,FLL,EWR
UYDBSP,12/13/2017,672,FLL,ACY
UYG66M,12/26/2017,638,TPA,ATL
UYGHVP,12/24/2017,634,TPA,BOS
UYJQVP,12/10/2017,625,LAX,ORD
UYQM3Z,12/25/2017,637,DFW,ATL
UYTV4Z,12/10/2017,680,LAX,DEN
UYZLHP,12/13/2017,629,DTW,ATL
V4695B,12/2/2017,664,FLL,DTW
V4695B,12/3/2017,669,FLL,DTW
V4BE5B,12/15/2017,619,PHL,FLL
V4BH6B,12/16/2017,615,MCO,CLE
V4FT7B,12/17/2017,504,BOS,LAS
V4G8SR,12/11/2017,670,EWR,FLL
V4H1XE,12/14/2017,617,RSW,MSP
V4H58B,12/15/2017,605,OAK,LAS
V4HG7B,12/30/2017,525,ORD,MCO
V4HWYE,12/30/2017,529,LAS,MSP
V4JF7B,12/20/2017,680,DFW,ORD
V4MWKB,12/11/2017,680,MCO,ACY
V4NRWR,12/17/2017,648,LAS,DFW
V4Q5YR,12/10/2017,603,DTW,LAS
V4RSUR,12/17/2017,623,LAS,IAH
V51LFB,12/25/2017,671,PAP,FLL
V522GB,12/2/2017,622,DTW,RSW
V56MNB,12/26/2017,629,FLL,DFW
V56MNB,12/27/2017,677,FLL,DFW
V56ZMB,12/2/2017,676,MGA,FLL
V58GPB,12/25/2017,663,SJO,FLL
V5CKYB,12/28/2017,646,PIT,LAS
V5CRXB,12/12/2017,614,TPA,BOS
V5DPRB,12/15/2017,618,IAH,MSY
V5FQUB,12/3/2017,515,ORD,MSY
V5NB4L,12/10/2017,627,FLL,LGA
V5QT3L,12/15/2017,619,MSP,FLL
V6119L,12/17/2017,615,BWI,TPA
V6138L,12/2/2017,647,CUN,IAH
V64JGL,12/30/2017,606,RSW,BOS
V67QJL,12/2/2017,523,MSP,LAX
V6B43Y,12/24/2017,617,LAS,PDX
V6DPFL,12/23/2017,534,EWR,MSY
V6ER7Y,12/15/2017,671,EWR,FLL
V6ESHL,12/27/2017,512,DEN,FLL
V6ESHL,12/29/2017,671,DEN,FLL
V6FD6Y,12/22/2017,609,PBI,ORD
V6FD6Y,12/23/2017,903,PBI,ORD
V6FF6Y,12/26/2017,524,MCO,BOS
V6G8JL,12/25/2017,641,CLE,MCO
V6HR4Y,12/10/2017,603,LAS,SAN
V6HZ5Y,12/10/2017,604,LAX,LAS
V6HZJL,12/23/2017,531,MSY,ATL
V6I15Y,12/16/2017,903,LGA,DFW
V6J18Y,12/21/2017,604,DEN,DTW
V6N5GY,12/26/2017,667,TPA,ACY
V6QNXL,12/17/2017,608,DTW,ATL
V6QZYL,12/10/2017,646,MCO,ATL
V6R2UL,12/18/2017,673,TPA,ACY
V6R4RL,12/22/2017,659,FLL,ATL
V6SFTL,12/25/2017,659,MYR,EWR
V6SMFY,12/4/2017,640,CLE,MCO
V6UDJY,12/21/2017,670,ATL,DTW
V6VUGY,12/25/2017,642,LAS,DFW
V72PVL,12/18/2017,603,MCO,FLL
V746JY,12/22/2017,658,ATL,IAH
V7555V,12/16/2017,532,DTW,RSW
V761RY,12/11/2017,529,PHL,LAX
V76ENY,12/20/2017,648,RSW,BOS
V76QRY,12/11/2017,638,LGA,FLL
V783MY,12/16/2017,663,EWR,MYR
V78IMY,12/18/2017,650,DFW,MCO
V78MNY,12/8/2017,508,PHL,LAX
V78PRY,12/24/2017,664,LAX,DEN
V792PY,12/17/2017,632,DFW,BWI
V7B2PY,12/30/2017,680,LAS,ORD
V7C8FI,12/23/2017,649,TPA,DTW
V7DQFI,12/14/2017,622,LAX,ORD
V7E8JI,12/11/2017,663,ATL,IAH
V7G6XY,12/22/2017,604,LAS,PDX
V7GHPI,12/11/2017,603,MCI,DTW
